번호,명칭,소재지,지정일
18호,"청양 서정리 구층석탑(靑陽 西亭里 九層石塔)(Nine-story Stone Pagoda in Seojeong-ri, Cheongyang)",충남 청양군 정산면 서정리 16-2,"1963년1월 21일지정,2010년12월 27일명칭 변경"
19호,"보령 성주사지 오층석탑(保寧 聖住寺址 五層石塔)(Five-story Stone Pagoda at Seongjusa Temple Site, Boryeong)",충남 보령시 성주면 성주리 73,"1963년1월 21일지정,2010년12월 27일명칭 변경"
20호,"보령 성주사지 중앙 삼층석탑(保寧 聖住寺址 中央 三層石塔)(Central Three-story Stone Pagoda at Seongjusa Temple Site, Boryeong)",충남 보령시 성주면 성주리 73,"1963년1월 21일지정,2010년12월 27일명칭 변경"
21호,"부여 당 유인원 기공비(扶餘 唐 劉仁願 紀功碑)(Monument for Liu Renyuan of Tang China, Buyeo)","충남 부여군 부여읍 금성로 5, 국립부여박물관 (동남리)",1963년1월 21일지정
22호,"김제 금산사 노주(金堤 金山寺 露柱)(Stone Pillar of Geumsansa Temple, Gimje)","전북 김제시 금산면 모악15길 1, 금산사 (금산리)","1963년1월 21일지정,2010년12월 27일명칭 변경"
23호,"김제 금산사 석련대(金堤 金山寺 石蓮臺)(Stone Lotus Pedestal of Geumsansa Temple, Gimje)","전북 김제시 금산면 모악15길 1, 금산사 (금산리)","1963년1월 21일지정,2010년12월 27일명칭 변경"
24호,"김제 금산사 혜덕왕사탑비(金堤 金山寺 慧德王師塔碑)(Stele for Royal Preceptor Hyedeok at Geumsansa Temple, Gimje)",전북 김제시 금산면 모악14길 268 (금산리),"1963년1월 21일지정,2010년12월 27일명칭 변경"
25호,"김제 금산사 오층석탑(金堤 金山寺 五層石塔)(Five-story Stone Pagoda of Geumsansa Temple, Gimje)","전북 김제시 금산면 모악15길 1, 금산사 (금산리)","1963년1월 21일지정,2010년12월 27일명칭 변경"
26호,"김제 금산사 금강계단(金堤 金山寺 金剛戒壇)(Ordination Platform of Geumsansa Temple, Gimje)","전북 김제시 금산면 모악15길 1, 금산사 (금산리)","1963년1월 21일지정,2010년12월 27일명칭 변경"
27호,"김제 금산사 육각 다층석탑(金堤 金山寺 六角 多層石塔)(Hexagonal Multi-story Stone Pagoda of Geumsansa Temple, Gimje)","전북 김제시 금산면 모악15길 1, 금산사 (금산리)","1963년1월 21일지정,2010년12월 27일명칭 변경"
28호,"김제 금산사 당간지주(金堤 金山寺 幢竿支柱)(Flagpole Supports of Geumsansa Temple, Gimje)",전북 김제시 금산면 금산리 28-3,"1963년1월 21일지정,2010년12월 27일명칭 변경"
29호,"김제 금산사 심원암 삼층석탑(金堤 金山寺 深源庵 三層石塔)(Three-story Stone Pagoda at Simwonam Hermitage of Geumsansa Temple, Gimje)",전북 김제시 금산면 모악15길 187-55 (금산리),"1963년1월 21일지정,2010년12월 27일명칭 변경"
30호,"남원 만복사지 오층석탑(南原 萬福寺址 五層石塔)(Five-story Stone Pagoda at Manboksa Temple Site, Namwon)",전북 남원시 왕정동 611-4,"1963년1월 21일지정,2010년12월 27일명칭 변경"
31호,"남원 만복사지 석조대좌(南原 萬福寺址 石造臺座)(Stone Pedestal at Manboksa Temple Site, Namwon)",전북 남원시 왕정동 494-11,1963년1월 21일지정
32호,"남원 만복사지 당간지주(南原 萬福寺址 幢竿支柱)(Flagpole Supports at Manboksa Temple Site, Namwon)",전북 남원시 남문로 325-5 (왕정동),"1963년1월 21일지정,2010년12월 27일명칭 변경"
33호,"남원 실상사 수철화상탑(南原 實相寺 秀澈和尙塔)(Stupa of Buddhist Monk Sucheol at Silsangsa Temple, Namwon)","전북 남원시 산내면 입석길 94-129, 실상사 (입석리)","1963년1월 21일지정,2010년12월 27일명칭 변경"
34호,"남원 실상사 수철화상탑비(南原 實相寺 秀澈和尙塔碑)(Stele for Buddhist Monk Sucheol at Silsangsa Temple, Namwon)","전북 남원시 산내면 입석길 94-129, 실상사 (입석리)","1963년1월 21일지정,2010년12월 27일명칭 변경"
35호,"남원 실상사 석등(南原 實相寺 石燈)(Stone Lantern of Silsangsa Temple, Namwon)","전북 남원시 산내면 입석길 94-129, 실상사 (입석리)","1963년1월 21일지정,2010년12월 27일명칭 변경"
36호,"남원 실상사 승탑(南原 實相寺 僧塔)(Stupa of Silsangsa Temple, Namwon)","전북 남원시 산내면 입석길 94-129, 실상사 (입석리)","1963년1월 21일지정,2010년12월 27일명칭 변경"
37호,"남원 실상사 동·서 삼층석탑(南原 實相寺 東·西 三層石塔)(East and West Three-story Stone Pagodas of Silsangsa Temple, Namwon)","전북 남원시 산내면 입석길 94-129, 실상사 (입석리)","1963년1월 21일지정,2010년12월 27일명칭 변경"
38호,"남원 실상사 증각대사탑(南原 實相寺 證覺大師塔)(Stupa of Buddhist Monk Jeunggak at Silsangsa Temple, Namwon)","전북 남원시 산내면 입석길 94-129, 실상사 (입석리)","1963년1월 21일지정,2010년12월 27일명칭 변경"
39호,"남원 실상사 증각대사탑비(南原 實相寺 證覺大師塔碑)(Stele for Buddhist Monk Jeunggak at Silsangsa Temple, Namwon)","전북 남원시 산내면 입석길 94-129, 실상사 (입석리)","1963년1월 21일지정,2010년12월 27일명칭 변경"
40호,"남원 실상사 백장암 석등(南原 實相寺 百丈庵 石燈)(Stone Lantern at Baekjangam Hermitage of Silsangsa Temple, Namwon)",전북 남원시 산내면 대정리 975 실상사 백장암,"1963년1월 21일지정,2010년12월 27일명칭 변경"
41호,"남원 실상사 철조여래좌상(南原 實相寺 鐵造如來坐像)(Iron Seated Buddha of Silsangsa Temple, Namwon)",전북 남원시 산내면 입석리 50 실상사,1963년1월 21일지정
42호,"남원 용담사지 석조여래입상(南原 龍潭寺址 石造如來立像)(Stone Standing Buddha at Yongdamsa Temple Site, Namwon)",전북 남원시 주천면 원천로 165-12 (용담리),"1963년1월 21일지정,2010년8월 25일명칭 변경"
43호,"남원 만복사지 석조여래입상(南原 萬福寺址 石造如來立像)(Stone Standing Buddha at Manboksa Temple Site, Namwon)",전북 남원시 왕정동 482-1,"1963년1월 21일지정,2010년8월 25일명칭 변경"
45호,"익산 연동리 석조여래좌상(益山 蓮洞里 石造如來坐像)(Stone Seated Buddha in Yeondong-ri, Iksan)",전북 익산시 삼기면 진북로 273 (연동리),"1963년1월 21일지정,2010년8월 25일명칭 변경"
46호,"익산 고도리 석조여래입상(益山 古都里 石造如來立像)(Stone Standing Buddhas in Godo-ri, Iksan)","전북 익산시 금마면 동고도리 400-2, 동고도리 1086","1963년1월 21일지정,2010년8월 25일명칭 변경"
47호,"보령 성주사지 서 삼층석탑(保寧 聖住寺址 西 三層石塔)(West Three-story Stone Pagoda at Seongjusa Temple Site, Boryeong)",충남 보령시 성주면 성주리 73,"1963년1월 21일지정,2010년12월 27일명칭 변경"
49호,"나주 동점문 밖 석당간(羅州 東漸門 밖 石幢竿)(Stone Flagpole Outside the East Gate, Naju)",전남 나주시 성북동 229-9,"1963년1월 21일지정,2010년12월 27일명칭 변경"
50호,"나주 북망문 밖 삼층석탑(羅州 北望門 밖 三層石塔)(Three-story Stone Pagoda Outside the North Gate, Naju)",전남 나주시 건재로 41-1 (대호동),"1963년1월 21일지정,2010년12월 27일명칭 변경"
51호,"문경 내화리 삼층석탑(聞慶 內化里 三層石塔)(Three-story Stone Pagoda in Naehwa-ri, Mungyeong)",경북 문경시 산북면 내화리 47-1,"1963년1월 21일지정,2010년12월 27일명칭 변경"
52호,"봉화 서동리 동·서 삼층석탑(奉化 西洞里 東·西 三層石塔)(East and West Three-story Stone Pagodas in Seodong-ri, Bonghwa)",경북 봉화군 춘양면 서원촌길 8-14 (서동리),"1963년1월 21일지정,2010년12월 27일명칭 변경"
53호,"예천 개심사지 오층석탑(醴泉 開心寺址 五層石塔)(Five-story Stone Pagoda at Gaesimsa Temple Site, Yecheon)",경북 예천군 예천읍 남본리 200-3,"1963년1월 21일지정,2010년12월 27일명칭 변경"
54호,"고령 지산리 당간지주(高靈 池山里 幢竿支柱)(Flagpole Supports in Jisan-ri, Goryeong)",경북 고령군 대가야읍 지산리 3-5번지,"1963년1월 21일지정,2010년12월 27일명칭 변경"
56호,"안동 운흥동 오층전탑(安東 雲興洞 五層塼塔)(Five-story Brick Pagoda in Unheung-dong, Andong)",경북 안동시 운흥동 231,"1963년1월 21일지정,2010년12월 27일명칭 변경"
57호,"안동 조탑리 오층전탑(安東 造塔里 五層塼塔)(Five-story Brick Pagoda in Jotap-ri, Andong)",경북 안동시 일직면 조탑리 139-2,"1963년1월 21일지정,2010년12월 27일명칭 변경"
58호,"안동 안기동 석조여래좌상(安東 安寄洞 石造如來坐像)(Stone Seated Buddha in Angi-dong, Andong)",경북 안동시 한화4길 11-13 (안기동),"1963년1월 21일지정,2010년8월 25일명칭 변경"
59호,"영주 숙수사지 당간지주(榮州 宿水寺址 幢竿支柱)(Flagpole Supports at Suksusa Temple Site, Yeongju)",경북 영주시 순흥면 내죽리 158,"1963년1월 21일지정,2010년12월 27일명칭 변경"
60호,"영주 영주동 석조여래입상(榮州 榮州洞 石造如來立像)(Stone Standing Buddha in Yeongju-dong, Yeongju)",경북 영주시 중앙로 15 (가흥동),"1963년1월 21일지정,2010년8월 25일명칭 변경"
61호,"경주 불국사 사리탑(慶州 佛國寺 舍利塔)(Stupa of Bulguksa Temple, Gyeongju)",경북 경주시 진현동 산1-1,"1963년1월 21일지정,2010년12월 27일명칭 변경"
62호,"경주 서악동 마애여래삼존입상(慶州 西岳洞 磨崖如來三尊立像)(Rock-carved Standing Buddha Triad in Seoak-dong, Gyeongju)",경북 경주시 서악4길 80-100 (서악동),"1963년1월 21일지정,2010년8월 25일명칭 변경"
63호,"경주 배동 석조여래삼존입상(慶州 拜洞 石造如來三尊立像)(Stone Standing Buddha Triad in Bae-dong, Gyeongju)",경북 경주시 배동 산65-1,"1963년1월 21일지정,2010년8월 25일명칭 변경"
64호,"경주 보문사지 석조(慶州 普門寺址 石槽)(Stone Basin at Bomunsa Temple Site, Gyeongju)",경북 경주시 보문동 848-16,"1963년1월 21일지정,2010년12월 27일명칭 변경"
65호,"경주 서악동 삼층석탑(慶州 西岳洞 三層石塔)(Three-story Stone Pagoda in Seoak-dong, Gyeongju)",경북 경주시 서악동 705-1,"1963년1월 21일지정,2010년12월 27일명칭 변경"
66호,"경주 석빙고(慶州 石氷庫)(Stone Ice Storage, Gyeongju)",경북 경주시 인왕동 449-1,"1963년1월 21일지정,2010년12월 27일명칭 변경"
67호,"경주 효현동 삼층석탑(慶州 孝峴洞 三層石塔)(Three-story Stone Pagoda in Hyohyeon-dong, Gyeongju)",경북 경주시 효현동 419-1,"1963년1월 21일지정,2010년12월 27일명칭 변경"
68호,"경주 황남동 효자 손시양 정려비(慶州 皇南洞 孝子 孫時揚 旌閭碑)(Stele of Son Si-yang for His Filial Devotion in Hwangnam-dong, Gyeongju)",경북 경주시 황남동 240-3,"1963년1월 21일지정,2010년12월 27일명칭 변경"
69호,"경주 망덕사지 당간지주(慶州 望德寺址 幢竿支柱)(Flagpole Supports at Mangdeoksa Temple Site, Gyeongju)",경북 경주시 배반동 964-2,"1963년1월 21일지정,2010년12월 27일명칭 변경"
70호,"경주 서악동 귀부(慶州 西岳洞 龜趺)(Tortoise-shaped Pedestal in Seoak-dong, Gyeongju)",경북 경주시 서악동 1006-1,"1963년1월 21일지정,2010년12월 27일명칭 변경"
71호,"함안 대산리 석조삼존상(咸安 大山里 石造三尊像)(Stone Buddha Triad in Daesan-ri, Haman)",경남 함안군 함안면 대산리 1139,"1963년1월 21일지정,2010년8월 25일명칭 변경"
72호,"산청 단속사지 동 삼층석탑(山淸 斷俗寺址 東 三層石塔)(East Three-story Stone Pagoda at Dansoksa Temple Site, Sancheong)",경남 산청군 단성면 운리 303-2,"1963년1월 21일지정,2010년12월 27일명칭 변경"
73호,"산청 단속사지 서 삼층석탑(山淸 斷俗寺址 西 三層石塔)(West Three-story Stone Pagoda at Dansoksa Temple Site, Sancheong)",경남 산청군 단성면 운리 302,"1963년1월 21일지정,2010년12월 27일명칭 변경"
74호,"양산 통도사 국장생 석표(梁山 通度寺 國長生 石標)(Stone Boundary Marker of Tongdosa Temple, Yangsan)",경남 양산시 하북면 백록리 718-44,"1963년1월 21일지정,2010년12월 27일명칭 변경"
75호,"창녕 송현동 마애여래좌상(昌寧 松峴洞 磨崖如來坐像)(Rock-carved Seated Buddha in Songhyeon-dong, Changnyeong)",경남 창녕군 창녕읍 송현리 105-4,"1963년1월 21일지정,2010년8월 25일명칭 변경"
76호,"춘천 근화동 당간지주(春川 槿花洞 幢竿支柱)(Flagpole Supports in Geunhwa-dong, Chuncheon)",강원 춘천시 근화동 793-1,"1963년1월 21일지정,2010년12월 27일명칭 변경"
77호,"춘천 칠층석탑(春川 七層石塔)(Seven-story Stone Pagoda, Chuncheon)",강원 춘천시 소양로2가 162-2,"1963년1월 21일지정,2010년12월 27일명칭 변경"
78호,"원주 거돈사지 원공국사탑비(原州 居頓寺址 圓空國師塔碑)(Stele for State Preceptor Wongong at Geodonsa Temple Site, Wonju)",강원 원주시 부론면 정산리 144,"1963년1월 21일지정,2010년12월 27일명칭 변경"
79호,"홍천 희망리 삼층석탑(洪川 希望里 三層石塔)(Three-story Stone Pagoda in Huimang-ri, Hongcheon)",강원 홍천군 홍천읍 희망리 151-7,"1963년1월 21일지정,2010년12월 27일명칭 변경"
80호,"홍천 희망리 당간지주(洪川 希望里 幢竿支柱)(Flagpole Supports in Huimang-ri, Hongcheon)",강원 홍천군 홍천읍 희망리 376-26,"1963년1월 21일지정,2010년12월 27일명칭 변경"
82호,"강릉 대창리 당간지주(江陵 大昌里 幢竿支柱)(Flagpole Supports in Daechang-ri, Gangneung)",강원 강릉시 옥천동 334,"1963년1월 21일지정,2010년12월 27일명칭 변경"
83호,"강릉 수문리 당간지주(江陵 水門里 幢竿支柱)(Flagpole Supports in Sumun-ri, Gangneung)",강원 강릉시 옥천동 43-9,"1963년1월 21일지정,2010년12월 27일명칭 변경"
84호,"강릉 신복사지 석조보살좌상(江陵 神福寺址 石造菩薩坐像)(Stone Seated Bodhisattva at Sinboksa Temple Site, Gangneung)",강원 강릉시 내곡동 403-2,"1963년1월 21일지정,2010년8월 25일명칭 변경"
85호,"강릉 굴산사지 승탑(江陵 崛山寺址 僧塔)(Stupa at Gulsansa Temple Site, Gangneung)",강원 강릉시 구정면 학산리 731,"1963년1월 21일지정,2010년12월 27일명칭 변경"
86호,"강릉 굴산사지 당간지주(江陵 崛山寺址 幢竿支柱)(Flagpole Supports at Gulsansa Temple Site, Gangneung)",강원 강릉시 구정면 학산리 1181,"1963년1월 21일지정,2010년12월 27일명칭 변경"
87호,"강릉 신복사지 삼층석탑(江陵 神福寺址 三層石塔)(Three-story Stone Pagoda at Sinboksa Temple Site, Gangneung)",강원 강릉시 내곡동 403-2,"1963년1월 21일지정,2010년12월 27일명칭 변경"
88호,"탑산사명 동종(塔山寺銘 銅鍾)(Bronze Bell with Inscription of ""Tapsansa Temple"")","전남 해남군 삼산면 대흥사길 400, 대흥사 (구림리)",1963년1월 21일지정
89호,"영암 도갑사 석조여래좌상(靈巖 道岬寺 石造如來坐像)(Stone Seated Buddha of Dogapsa Temple, Yeongam)",전남 영암군 군서면 도갑리 4,"1963년1월 21일지정,2010년8월 25일명칭 변경"
90호,"대반열반경소 권9~10(大般湟槃經疏 卷九~十)(Commentary on the Maha parinirvana Sutra (The Nirvana Sutra), Volumes 9 and 10)","전남 순천시 송광면 송광사안길 100, 송광사 (신평리)","1963년1월 21일지정,2010년8월 25일명칭 변경"
