title,address,telNo
도원야영장,전라남도 화순군 이서면 도원길 80-30,
물밀소,전북특별자치도 군산시 구영7길 23,
실안낙조,경상남도 사천시 실안동 1248,"055-831-2114
"
땅끝항(갈두항),전라남도 해남군 송지면 땅끝마을길 111,
다람쥐민박,제주특별자치도 제주시 조천읍 함덕14길 20-2,
군산집,대구광역시 군위군 창평길 19  ,054-382-5677
옹기꽃게장,인천광역시 남동구 도림북로16번길 31,
제주돔베고기집,제주특별자치도 제주시 월랑로4길 6,
핀스커피,충청남도 천안시 동남구 해솔1길 27-29,
명인밥상,서울특별시 송파구 송이로 155,
국보반상,경상남도 함안군 산인로 331,
삼고집 파주점,경기도 파주시 새오리로 106,
마장동한우촌,경기도 구리시 벌말로 92,
호텔 더본 제주,제주특별자치도 서귀포시 색달로 18,
창원광장,경상남도 창원시 성산구 중앙동,
수영팔도시장,부산광역시 수영구 수영동,
해녀천지할매집,부산광역시 기장군 연화1길 210 천지회가든,
한성식당,전라남도 영광군 천마길 10,
설악명가숯불닭갈비막국수,경기도 가평군 유명로 1818-14,
안강할매고디탕,경상북도 경주시 호국로 2060,
더존카라반글램핑,경기도 포천시 화동로2076번길 125  ,전화번호 없음
무안낙지골목,전라남도 무안군 성남1길 171 성경식당,
호랑가시나무 아트폴리곤,광주광역시 남구 양림동,
여로요가,강원특별자치도 속초시 청초호반로 229-1,
인천대공원 어린이동물원,인천광역시 남동구 무네미로 236 인천대공원사업소 ,032-466-7282
앞산비즈니스호텔,대구광역시 남구 대명동,"053-625-8118					
"
이스턴호텔제주,제주특별자치도 서귀포시 서호중로 65 (서호동),전화번호 없음
광릉숲이야기캠핑장,경기도 포천시 소흘읍 직동길 44,
호텔앙코르이비스앰버서더 수원,경기도 수원시 팔달구 권광로 132 (인계동),
케이플러스호텔,경기도 양주시 고원2길 22 (고암동),
1765삽교 ,강원특별자치도 횡성군 둔내면 삽교로 386,0507-1425-4922
청도신화랑풍류마을 스카이트레일,경상북도 청도군 운문면 신화랑길 1,054-370-7300
서울천년타임캡슐광장,서울특별시 중구 퇴계로34길 28,02-2264-4412
사비나미술관,서울특별시 은평구 진관1로 93,
청마문학관,경상남도 통영시 망일1길 82,
긱 라이브하우스,서울특별시 마포구 신촌로10길 7,
태백으뜸한우,강원특별자치도 태백시 번영로 208,
강진아트홀,전라남도 강진군 강진읍 영랑로1길 9,
하동야생차박물관,경상남도 하동군 화개면 쌍계로 571-25,"055-884-2896, 2955"
이태원 쇼핑거리,서울특별시 용산구 이태원동,"02-797-7319, 2293"
입파도 홍암,경기도 화성시 우정읍 입파길 54 ,화성시 관광진흥과 031-5189-2667
"목도장 / 목도시장(4, 9일)",충청북도 괴산군 불정면 목도로2길 10,043-834-0123
세종시립민속박물관,세종특별자치시 전의면 금사길 75,
바지선 선상낚시(토평동유어장),제주특별자치도 서귀포시 칠십리로 56 제주해양경비안전서 서귀포지서,010-7298-2428
서호시장 (새터시장),경상남도 통영시 새터길 42-7,
자전거 RO 남원여행,전북특별자치도 남원시 교룡로 71,063-635-1330
배내골,경상남도 양산시 원동면,
오거리문화센터(구 동본원사 목포별원),전라남도 목포시 영산로75번길 5,
옛 용산신학교와 원효로 예수성심성당,서울특별시 용산구 원효로19길 49,
서귀포자연휴양림,제주특별자치도 서귀포시 1100로 882,
서면1번가,부산광역시 부산진구 신천대로62번길 61,051-605-4091
휘닉스 블루캐니언,강원특별자치도 평창군 봉평면 태기로 174,1588-2828
일일향(日日香),서울특별시 강남구 논현로168길 30,02-545-6154
고모저수지,경기도 포천시 소흘읍 죽엽산로 452,
강화어부네꽃게탕,인천광역시 강화군 내가면 해안서로 920,0507-1482-0603
영도대교,부산광역시 영도구 태종로 46,영도구청 051-419-4064
소안도,전라남도 완도군 소안면,061-550-5681
모상개해수욕장,경상남도 남해군 창선면 진동리,055-860-3073
시산도,전라남도 고흥군 도양읍 시산리 178-8,061-830-5602
극락사(경기),경기도 광주시 오포읍 양촌길 268-1,
천장호,충청남도 청양군 정산면 천장호길 24-23,
안흥사(경산),경상북도 경산시 남매로 86,053-815-4030
금산(남해),경상남도 남해군 상주면,055-863-3522
무창포어촌체험마을,충청남도 보령시 웅천읍 열린바다2길 46,
반석 한우촌,대전광역시 유성구 반석로12번안길 56,042-826-4648
백운계곡 (한탄강 유네스코 세계지질공원),경기도 포천시 이동면 도평리 35,"포천시청 관광사업과 031-538-
한탄강지질공원 포천 031-538-3030"
비암사(세종),세종특별자치시 전의면 비암사길 137,
십리벚꽃길 ,경상남도 하동군 화개면 화개로 142,하동관광안내콜센터 1588-3186
팔금도,전라남도 신안군 팔금면 삼층석탑길 161,061-240-8980 (관광진흥과)
안동 군자마을(오천유적지),경상북도 안동시 와룡면 군자리길 29,054-852-010-2715-2177
청량산도립공원,경상북도 봉화군 명호면 광석길 39,
천마산,충청남도 계룡시 금암동,
조왕사(부여),충청남도 부여군 부여읍 계백로 334-47,041-835-4091
도솔암(고창),전북특별자치도 고창군 도솔길 294 도솔암 ,063-564-2861 
아르반호텔[한국관광 품질인증/Korea Quality] ,부산광역시 부산진구 중앙대로691번길 32,051-805-9901
락고재 안동(하회),경상북도 안동시 하회강변길 51  ,"054-857-3410
"
소노벨 변산(구 대명리조트 변산),전북특별자치도 부안군 변산면 변산해변로 51,1588-4888
진천만뢰산 자연생태공원,충청북도 진천군 진천읍 김유신길 340-38,"043-539-3448, 3458"
야호정,대전광역시 대덕구 대청호수로 1869,042-932-0661
대한민국 술테마박물관,전북특별자치도 완주군 구이면 덕천전원길 232-58,063-290-3842 / 3847
더 힐하우스 호텔 양평,경기도 양평군 강하면 강남로 489,031-771-0001
자바카라반,인천광역시 옹진군 영흥면 선재로 61-1,전화번호 없음
화적연캠핑장,경기도 포천시 관인면 뗏마루길 43-118,031-531-0575
오조포구,제주특별자치도 서귀포시 성산읍 오조로80번길 47,
더캠프,울산광역시 울주군 상북면 삽재로 420,
광주각화농산물도매시장,광주광역시 북구 동문대로 260,
산아래석갈비,충청북도 제천시 백운면 금봉로 182,043-645-5733
일미간장게장본점,서울특별시 동대문구 장한로24길 7,
옥포공원 / 옥포중앙공원,경상남도 거제시 옥포동 산71-21,거제관광안내소 055-639-4178
구산오토캠핑장,경상북도 울진군 기성면 기성로 108,054-788-9355
송화벽화시장,서울특별시 강서구 강서로 263-29,전화번호 없음
티테라피,서울특별시 종로구 윤보선길 74,02-730-7507
제주순메밀막국수,제주특별자치도 서귀포시 안덕면 녹차분재로 60,064-792-0600
토모노야호텔&료칸 대천,충청남도 보령시 해안로 341 호텔,
산이화 한정식,경기도 고양시 덕양구 충장로282번길 49-13 산이화,
소우주,경상북도 청도군 화양읍 유등리,
명산한우식육식당,대구광역시 동구 서촌로 122,
먹쇠본갈비 본점,경기도 용인시 기흥구 민속촌로 31,
방어진 참가자미,대구광역시 수성구 수성못2길 35,
해물왕창칼국수,부산광역시 사상구 사상로 316,
광교벌교집,경기도 수원시 영통구 광교중앙로266번길 30,
고기랑조개랑,강원특별자치도 강릉시 강동면 정동진리,
장룡수산 본점,부산광역시 강서구 낙동남로 749,
황제바지락짬뽕,경기도 성남시 수정구 탄천로307번길 6,
DMZ 생생누리,경기도 파주시 임진각로 148-53 종합관광안내소 ,070-4123-1393
금강산흑염소전문점,인천광역시 계양구 경명대로 942,
문정한정식,전라남도 영광군 중앙로5길 16-10,
비응반점,"전북특별자치도 군산시 비응로 64 새만금공인중개사,비응항순대국",
황금연못,충청북도 제천시 내토로 281,
김석봉활어일식,대전광역시 유성구 원신흥남로27번길 7,
카페은하수,강원특별자치도 철원군 한탄강길 112,
문화제조창,충청북도 청주시 청원구 상당로 314 문화제조창 청주시청제2임시청사 ,"043-715-6861 (동부창고)<br>
043-268-0255 (한국공예관)
043-241-0651 (열린도서관)"
시모네,경기도 평택시 장수길 31,
오늘도바다해,경상남도 통영시 항남1길 37  ,0507-1387-0666
사문진나루터,대구광역시 달성군 화원읍 성산리, 053-659-4465
송산목장,광주광역시 광산구 가삼안길 68-100  ,062-943-7100
영광승마장,전라남도 영광군 홍농읍 홍농로 574-40,061-356-5407
가시리국산화풍력발전단지,제주특별자치도 서귀포시 표선면 녹산로 464-78,
개똥이네농장,제주특별자치도 제주시 조천읍 종인내길 133,"070-8666-0735
"
국제아트홀,서울특별시 강남구 압구정로 162 (신사동),
더블루힐 주문진,강원특별자치도 강릉시 주문진읍 주문북로 147-32,
고래서이뻐 ,부산광역시 해운대구 우동1로38번길 15-1 (우동),"070-8657-2300
"
갤러리 라메르,서울특별시 종로구 인사동5길 26,02-730-5454
강화문예회관,인천광역시 강화군 강화읍 고비고개로19번길 12,시설관리공단 문예팀 032-930-7046
장수 한누리전당,전북특별자치도 장수군 장수읍 한누리로 393,"장수군 문화체육과(소공연장/전시실/다목적실) 063-350-2887, 
장수군 문화체육과(수영장/헬스장/대강당체육관) 063-350-2884, 2881"
서울특별시교육청 남산도서관,서울특별시 용산구 소월로 109,02-754-7338
울산단골식당,경상북도 청송군 청송읍 약수길 53,054-873-2701
김해문화원,경상남도 김해시 분성로 225 김해문화원 ,055-326-2646
의성 산운생태공원,경상북도 의성군 금성면 수정사길 19,
면천낚시터,충청남도 당진시 면천면 면천로 844-5,
백화산,충청북도 영동군 황간면 우매리,
순긋해변,강원특별자치도 강릉시 해안로 682-5,
보덕사(예산),충청남도 예산군 덕산면 가야산로 400-74,041-337-4350
도예공방 들꽃마을,경기도 이천시 신둔면 도자예술로5번길 95,"010-7335-6832

"
부산진성공원,부산광역시 동구 자성로 99,051-440-4064
홍제사(밀양),경상남도 밀양시 무안면 동부동안길 4,
맛동산,충청남도 서산시 부석면 간월도1길 95-5,041-669-1910
정약용선생묘,경기도 남양주시 조안면 다산로747번길 11,031-590-4242 / 7377
삼성화재 모빌리티뮤지엄,경기도 용인시 처인구 포곡읍 에버랜드로376번길 171,전화번호 없음
대부도 종현마을,경기도 안산시 단원구 구봉길 240,032-886-6044
환여횟집,경상북도 포항시 북구 해안로 189-1,054-251-8847
헛제사밥까치구멍집,경상북도 안동시 석주로 203,054-855-1056
주문도,인천광역시 강화군 서도면 주문도1길 16,032-932-9819
소나무집,대전광역시 중구 대종로460번길 59,042-256-1464
오도산자연휴양림,경상남도 합천군 봉산면 오도산휴양로 345,"055-930-3742
"
봉화상인회 한약우 식당,경상북도 봉화군 봉화읍 신시장길 21-2,054-673-1888
신흥사(충주),충청북도 충주시 엄정면 족동2길 197,
국립 운악산자연휴양림,경기도 포천시 화동로 184,
미륵도,경상남도 통영시 산양읍 원항1길 274,055-650-4681 
서울 고려대학교 중앙도서관,서울특별시 성북구 안암로 145,
잠실한강공원,서울특별시 송파구 한가람로 65,02-3780-0511
제주 명도암참살이마을,제주특별자치도 제주시 명림로 268-71,064-723-0261
난지섬해수욕장,충청남도 당진시 석문면 난지1길 67,
백석봉(정선),강원특별자치도 정선군 북평면 졸드루길 11-16,정선군 관광안내소 1544-9053 
병천사,광주광역시 서구 금호운천길 31,
사육신공원,서울특별시 동작구 노량진로 191,
합천댐 물 문화관,경상남도 합천군 대병면 합천호수로 197,
설악금호리조트,강원특별자치도 속초시 사당골길 43,전화번호 없음
솔마루펜션(서천),충청남도 서천군 서면 춘장대길 79-8,041-953-8030
한밭식당,대전광역시 동구 태전로 3,042-256-1565
종달리 해안도로,제주특별자치도 제주시 구좌읍 종달리,제주관광정보센터 064-740-6000
(유)헤세의정원,경기도 양주시 장흥면 호국로550번길 111,031-877-5113
안동 내앞마을,경상북도 안동시 임하면 내앞길 5-4,054-856-3013
샘물농장 황토펜션,경기도 포천시 일동면 화동로 1601-8,
보령 리리스카페,충청남도 보령시 성주면 개화리 177-2,010-4118-8600
하늘연캠핑장,경기도 파주시 적성면 마지초교길 22-61,
피아골오토캠핑장,전라남도 구례군 토지면 원기양지길 26,전화번호 없음
